text,rating,date
"Seriuslah kalo mau pakai aplikasi, kek gak niat gitu, bukan nya mempermudah, malah mempersulit",2,2024-12-30 14:22:30
"Aplikasinya nyebelin banget sih, saya udh daftar buat ambil paspor tggl 2 Januari, tpi udh 2 hari ini aplikasinya gak bisa d buka, gmn saya mau kasih bukti pembayarannya k pihak imigrasi?",1,2024-12-30 13:36:10
Aplikasi penguji iman. Bagi yang berniat menggunakan ini pastikan keadaan tenang dan nyaman. Aplikasi ini akan menguji iman dan kesabaran anda sampai pada titik yang tidak pernah anda bayangkan sebelumnya,1,2024-12-30 12:57:46
Kenapa engga bisa milih tanggal kedatangan ke kantor imigrasi ya? Terus pas mau buka aplikasinya mental terus,1,2024-12-30 12:34:01
"Lemot, lebih baik secara manual saja daripada seperti ini",1,2024-12-30 11:49:31
"Gimana sih masa iya 1 bulan semua full jadwal.y,malah mau dipake lgi paspornya dekat ini",3,2024-12-30 11:05:06
banyak calo,1,2024-12-30 10:29:54
Sangat lelet bukan mempermudah malah merasa sulit,1,2024-12-30 10:01:42
"Ini aplikasinya force close, tolong diperbaiki Android Developer atau Backend Developer",1,2024-12-30 09:49:43
Selalu time out.... Bukanya membantu malah lebih ke menyusahkan...,1,2024-12-30 09:38:34
"Ini aplikasi apa sih! Susah digunakan, setiap buka pasti layar putih dan disuruh login ulang tapi ga bisa masukin email. Giliran mau pilih tanggal kuota penuh terus, setiap hari buka kuota full terus. Sumpah kesel banget!",1,2024-12-30 09:17:13
Aplikasi Tertolol....,1,2024-12-30 08:45:09
Kenapa gak bisa login m paspor min,1,2024-12-30 08:13:14
aplikasi di buka kembali terus,1,2024-12-30 07:26:27
"Tolong dibenerin lagi aplikasinya, kasih server yg bagus biar ga tiba2 blank, ini IT nya maintance ga sih?? Dana APBN doang milyaran dapatnya aplikasi sampah",1,2024-12-30 06:30:39
"buruk banget, mau buka aja lamaaaaa banget kadang nutup sendiri. bisa kali diperbaiki buar jauh lebih baik layanannya. kita kan bayar bukan minta gratisan.",1,2024-12-30 06:29:31
Aplikasinya lama,1,2024-12-30 05:23:08
"Aplikasi sering keluar sendiri, tidak mempermudah malah mempersulit.",2,2024-12-30 04:12:22
"Sekarang susah dibuka, sllu gagal dan gagal slogan memudahkan ternyata tambah parah",1,2024-12-30 03:31:19
No responding terooos,1,2024-12-30 02:58:42
Tidak bisa di buka,1,2024-12-30 02:29:09
lag gak jelas. bikin aplikasi yg bener dong jgn nyusahin masyarakat,1,2024-12-30 02:21:10
bukan tambah mudah malah tambah susah,1,2024-12-30 01:17:57
"Aplikasi suka crash sendiri... blank sendiri ,tiba2 kluar sendiri aneh agak lemot aplikasi nya. Pdahal biasanya gpp",1,2024-12-30 00:23:44
"Sering tiba-tiba keluar sendiri, ga selesai2 daftar, banyak bug",1,2024-12-29 23:55:22
Sering kenapa susah masuknya,5,2024-12-29 23:07:55
"Percuma kali ya kasih ulasan. Dari ribuan ulasan tidak ada sama sx yg ditanggapi, & tdk ada perbaikan sistem.. aneh, dibuat hy untuk formalitas mgkn ya? Jangan mempersulit, permudahlah urusan sesama manusia, maka Allah Ta'ala akan mempermudahmu di akhirat.. Jgn mkn yg haram2, ingat kematian!!!",1,2024-12-29 22:11:31
"Setiap login selalu terjadi kesalahan,",1,2024-12-29 17:58:50
"Sebelum update termasuk lancar untuk masuk, login, dll. Setelah update, malah jadi sering force close, dilihat dari memori tidak besar, seharusnya tidak berat, atau ada versi lite nya? Biar sama2 nyaman saja dlm penggunaan nya",3,2024-12-29 15:46:31
Menyulitkan dan Tidak Membantu..,1,2024-12-29 14:45:51
"Aplikasi kocak, ngelag parah",1,2024-12-29 14:27:14
Kenapa tidak ada admin yg membalas komplain pelanggan? Bukankah Pemerintah kita melalui statemen Bapak Presiden melayani rakyat dengan sebaik-baiknya! Monggo dilengkapi ya!,3,2024-12-29 12:32:40
Aplikasi error mulu. Mengesalkan!!!,1,2024-12-29 12:04:05
Tahu isi~ bakwan~,1,2024-12-29 11:31:35
"Tolong ya, kalo ada aplikasi selalu di maintenance dong. Masak sekelas pemerintah ngga ada budget buat maintenance aplikasi. Ini seri nge blank coy. Masak iya mau masuk aja harus uninstall hapus cache. Gitu aja terus",1,2024-12-29 11:28:09
Susah di buka.,1,2024-12-29 09:46:57
"ga jelas, gabisa dibuka aplikasi cacat",1,2024-12-29 08:51:30
"Aplikasi yang nyusahin orang, sudah daftar bikin paspor sampai selesai dan sudah pilih tanggal dan tempat dan transfer untuk biaya paspor nya, Sekarang mau dibuka aplikasinya untuk ngeprint kertas buat pendaftarannya aplikasi nya malah ga bisa dibuka/force close padahal butuh banget karena besok itu jadwalnya datang ke kantor imigrasi ini aplikasi nya malah ga bisa dibuka, kalau sampai ga bisa kan akhirnya hangus tuh uangnya kan jadi nyusahin orang banget nih",1,2024-12-29 08:41:05
Aplikasi gak siap launching dibagikan ya gini jadinya. Kalau ada bintang nol gak satu,1,2024-12-29 08:17:01
"Aplikasi punya pemerintah aja begini, geleng-geleng kepala saya. Sudah di uninstall dan download ulang, tetap ngeblank. Apalagi sekarang kantor imigrasi ga bisa on the spot, harus daftar online dulu, tapi aplikasinya modelan begini. Malu lah semestinya kalian instansi.",1,2024-12-29 06:18:17
Mohon aplikasi M. Paspor ini di perbaiki agar proses online berjalan lancar,1,2024-12-29 04:32:55
Aplikasi dah sering ngelag Mhn diperbaiki,4,2024-12-29 04:14:28
"Ini aplikasi paling buruk, sebatas daftar aja susah",1,2024-12-29 02:35:04
gak bisa aplikasi nya dibuka,3,2024-12-29 01:05:26
"Kenapa aplikasi pemerintah mesti bagini, nggak berkualitas",1,2024-12-29 00:12:38
Ini aplikasi apa memang benar gak sih? Login nya jg lama amat. Trus udh pilih tgl jadi ngeblank. Ini aplikasi sbnrnya dibuat untuk apa coba????,1,2024-12-28 23:47:27
Tak bisa berkata kata lagi melihat aplikasi sebuah mahakarya dari kementrian yg sangat vital.,1,2024-12-28 15:24:09
"Aplikasi belum siap meayani, sering keluar sendiri, tgl tidak bisa di klik",1,2024-12-28 15:19:01
Apk jelekk,1,2024-12-28 14:25:24
Pemilihan Jadwal Tdak bisa dipilih,1,2024-12-28 14:11:48
Ga bisa masuk lagi,1,2024-12-28 09:45:27
"Kalo memang semua harus sistem online harusnya memang udah bagus aplikasinya. Lebih dari sebulan bolak balik belum jg berhasil daftar, udah nunggu tanggal yg disarankan, udah hapus cache, masih aja error, gak bisa daftar",1,2024-12-28 07:07:00
"Awalnya saya kasih bintang 1 karena sering ngelek / keluar sendiri eh ternyata itu karena banyaknya pemohon jadi susah,saya coba terus sambil tiduran di kursi di samping ada kopi dan pisang Alhamdulillah berhasil jg mendaftar, dan cepat aplikasi sangat membantu, untuk kalian yang jauh dari kantor imigrasi pembuatan paspor aplikasi ini sangat membantu, saya pribadi minta maaf dengan admin sekaligus mengucapkan banyak terimakasih 🙏",5,2024-12-28 06:05:55
jelek bgtttt gbisa milih tgl 😭,1,2024-12-28 05:51:26
Baguusss sekali,5,2024-12-28 05:46:54
Ribet dah apk sekarang. Msh mantapan yg dulu,4,2024-12-28 04:02:11
Aplikasi gajelas,5,2024-12-28 03:42:23
"Ga bisa di buka terus aplikasi nya , close sendiri gimana mau ngajuin susah masuk aplikasinya",1,2024-12-28 03:13:48
Sangat lelet sekali.. Tiba tiba layar memutih pas isi jadwal kedatangan.. Benar bebar aplikasi lelet,1,2024-12-28 03:11:32
sangat mengecewakan aplikasi ny..bikin skit hati ber ulang2 kali msuk tp apliksi ny keluar aja,1,2024-12-28 02:32:26
"Kenapa pengajuan pemohon Passport polikarbonat tidak bisa sekaligus 4 orang, harus 1-1 ?jadi pas mau bayar pemohon kedua (menggunakan ajukan permohonan. Bukan tambah pemohon) itu KTP KK dan akte lahir /upl lg. Pada tahap 5/8 pemohon kedua tidak bisa dilanjut (pada pemohon kedua tidak bisa memilih jenis Passport, mungkin karena ini pengaruhnya tidak bisa klik tombol lanjut) Mohon applikasi diperbaiki agar lebih mempermudah pengisian data dan tidak ribet karena harus mengupload ulang data pemohon",3,2024-12-28 02:00:33
"Loadingnya lama banget,suka tiba2 keluar sendiri",1,2024-12-28 01:41:11
Saya sangat kecewa karena sudah berhari-hari kami mau buat paspor untuk anak kami yang akan kuliah di Taiwan tidak dapat daftar & login . Mohon URGENT NEED TO SOLVING IMMEDIETLY !!!!!!!,1,2024-12-27 21:32:57
Aplikasi susah dibuka...dan setiap mau dftr jdwal selalu penuh,1,2024-12-27 17:03:50
Sangat memudahkan saat perpanjangan Paspor,5,2024-12-27 16:17:08
"Tolong, aplikasi nya sering ngebug",2,2024-12-27 15:40:42
"Aplikasi yang sangat jelek, setiap saya buka aplikasinya pasti time out dan di suruh coba lagi lain kali, padahal sudah berhari-hari saya coba masuk tapi tetap tidak bisa.",1,2024-12-27 12:40:46
"Aplikasi yg sangat menguji kesabaran..... Kata nya memudah kan...tp kenyataan nya menyulitkan,sangat mempersulit....lbh nyaman pake system manual,tp pasport nya online....ini sangat rumit dan ruweeeettt....apakh dari system nya,atau dari SDM nya yg belom siap melayani....",1,2024-12-27 12:22:09
"sampah, selalu error aplikasi nya",1,2024-12-27 11:43:49
Harusnya sdh ada perbaikan karena sdh banyak pengguna yg komplain.,1,2024-12-27 11:25:39
Mau kasih bintang 0 tapi sayang gak bisa,1,2024-12-27 10:36:30
Sangat bagus,5,2024-12-27 10:10:21
Apk tolol,1,2024-12-27 09:53:43
"Aplikasi bug ,,, ga bisa login",1,2024-12-27 09:51:44
di buka kok cuma layar putih doang? niat bikin aplikasi apa enggak?,1,2024-12-27 08:40:19
bukan mempermudah malah semakin menyusahkan. sudah sebulan lebih saya buka apk ini sampai sekarang tidak ada hasil. mana ambil kuota tiap tanggal 28. sekarang aja di buka apk nya malah ngeblank.. tidak adakah solusi lain selain harus ambil antrian di apk ini??,1,2024-12-27 07:53:30
"Saya mencoba mendaftar, tetapi karena terlambat memasukkan kode Verifikasi sehingga gagal, ketika meminta kode verifikasi lagi malah nomor sudah terdaftar, tetapi ketika login tulisannya Email belum terdaftar, bingung saya",1,2024-12-27 07:46:42
Bagus,5,2024-12-27 07:41:10
tolong dong dibenerin ini malah nyusahi,1,2024-12-27 06:11:09
"Gimana sih aplikasi nya, dibuka layar hitam semua pas nongol tbtb jaringan error padahal buka yg lain aman² aja. Bukan mudah malah makin sulit, ke kantor imigrasi udah bawa berkas semua dibilang harus dftr online dulu, udah siap daftar pilih tanggal udah full semua haha. Gimana orang mau buat paspor kalo kek gt cerita nya. Kacau dipersulit",1,2024-12-27 05:34:54
Apknya kalo ngeblank harus di uninstal dulu trus instal lagi. Kalo mau buat paspor dibukanya setiap 3 bulan sekali setelah kuota penuh bukan setiap tanggal 1 wkwk. Atau sering2 cek IG imigrasi wilayah tersebut suka di buka kuota dadakan.,4,2024-12-27 04:56:58
Ini aplikasi stlh pembaruan kok malah tidak bisa d buka ya.. masa saya buka kmbali langsung kluar. Tolong ini d perbaiki ..,1,2024-12-27 04:43:30
Aplikasi milik sekelas lembaga pemerintah yg anggarannya pasti lebih dari belasan juta kok gini kualitasnya ? Masih sangat jauh kualitasnya dengan aplikasi milik StartUp yg mungkin biaya mendevelopnya tidak sampai 10jt,1,2024-12-27 04:39:11
"Disarankan untuk daftar online, tapi aplikasi nya sangat tidak direkomendasikan. Buruk sekali",1,2024-12-27 03:42:04
Aplikasi ga bisa digunakan,1,2024-12-27 02:44:53
Layanan sistem aplikasi SANGAT JELEK,1,2024-12-27 02:33:17
"Ini aplikasi resmi punya pemerintah tapi gak ngerti lg gmna ngmongnya!! Kok gangguan berhari² layar putih lama ditungguin aplikasi tidak menanggapi.. Selalu dibikin ribet orang mau buat paspor reguler, ujung2 duit kan klo nembak",1,2024-12-27 02:16:24
Error terus..,1,2024-12-27 02:05:51
Tidak bisa di buka,1,2024-12-27 01:05:06
Sangat memudahkan pembuatan paspor,5,2024-12-27 00:40:34
Sangat buruk sekali,1,2024-12-27 00:16:47
Aplikasi yg kacau...kebanyakan bug..dan gak ngebantu sama sekali..kocak,1,2024-12-26 22:34:05
Kurang cepat responnya,1,2024-12-26 22:32:51
"aplikasi jelek hrsnya dipersiapkan dgn matang dong kl mau pk sistem online begini ini mau verif email aja tdk masuk""email nya bagaimana sih waduh stlh sy beri ulasan br deh muncul itu verifikasi tp gimana ya udh telat giliran di suruh kirim kode otp lg malah ga dikirim"" waduh makin ga jelas ini masa tiap sy mau verif hrs kasih ulasan dl br dikirim mana kode nya unvalid wkwkwk",1,2024-12-26 22:16:31
Aplikasi berbahaya GK bisa dibuka,1,2024-12-26 22:00:50
Busuk bgt ni apps,1,2024-12-26 18:43:08
Kenapa susah untuk mendapatkan otp nya...,4,2024-12-26 17:36:31
Aplikasi sering error tidak bisa pilih tanggal dan tidak mau masuk aplikasi (tiba-tiba shutdown) harus uninstall dan install ulang... Tolong segera dibenahi,1,2024-12-26 16:36:24
Programer nya gaa tamat sekolah. Masak iya udah update aplikasinya masih gini-gini aja? Tolong lah ini kan aplikasi yang sangat penting untuk masyarakat kasih yang terbaik lah!!!,1,2024-12-26 16:28:19
tolong bgtttt di perbaiki sistemnya yaaa....M paspor nya eror eror muluk...ga bs dibukaaa,1,2024-12-26 16:03:52
"daftar akun OTP tidak masuk ke email yang sudah didaftarkan, mencoba untuk mendaftar ulang keterangannya akun sudah terdaftar. dicoba pakai untuk login keterangan akun belum terdaftar. pantesan ratting aplikasinya cm 2 koma sekian.",1,2024-12-26 14:26:11
"Sangat di sayangkan aplikasi ny terlalu menyulitkan terus2an layar ny putih,ngeblank.",1,2024-12-26 14:02:14
"App gak bisa di buka,sekali buka baru 2 langkah hilang",1,2024-12-26 13:02:45
"yg buat aplikasinya bego, hp gu bagus tapi emang dari aplikasinya jelek, ntah aplikasinya ntah servernya yg jelek. ntah kemana semua duit untuk pengembangan dan pemeliharaan server. ANEEEEH",1,2024-12-26 12:11:38
"Saat memilih tanggal pengurusan tidak bisa dipilih,.aplikasi sering force close",1,2024-12-26 10:31:35
Aplikasinya susah di buka kenapanya,1,2024-12-26 10:24:02
"Kenapa setelah di update, aplikasinya tidak merespon. Bagaimana cara bisa mengurus perpanjangan paspor kalau begini",1,2024-12-26 09:41:21
kuota penuh terus,1,2024-12-26 07:38:49
Bagus,2,2024-12-26 07:33:14
saya susah untuk masuk,1,2024-12-26 07:31:11
Kantor pemerintah cina Kantor pemerintah cina di state indonesia Kantor pembuatan pasport Kantornya gak bener banget administrasinya Masa sudah buat digital list formnya suka hilang sendiri Hilang dah tuch duitnya Tolong di betulin dong kantor pembuatan pasport,1,2024-12-26 07:28:18
"Aplikasinya sangat jelek sekali. Tiap kali masuk dan mengisi formulir, suka tiba² blank dan keluar sendiri dari aplikasi. Sudah coba uninstall lalu install kembali, tetap saja sama. Suka blank. Bikin jengkel. Tolong bagi pihak yang berwenang, mohon diperbaiki aplikasinya agar masyarakat nyaman berurusan",1,2024-12-26 06:53:49
Aplikasinya suka keluar sendiri blank padahal udh daftar udh dapet no antrian,1,2024-12-26 06:06:45
Bug banyak kali,1,2024-12-26 05:56:01
"Ketika daftar menunggu kode perif dari sms dan itu gagal, setelah daftar ulang ternyata email sudah di pakai, Aplikasi rusak,gak keurus !!!!",1,2024-12-26 05:25:16
"Sll ngulang, lemot sekali",1,2024-12-26 04:01:31
Aplikasinya. Knpa nda bisa log in gini ni . Giliran udah selesay nulis email dan pass malah kembali sndri . Mau mau lagi lagggnyaaa lama bener . Hadohh,1,2024-12-26 04:01:11
sumpah jlek bet,1,2024-12-26 03:54:55
Masa iya masuk aja belum langsung di suspend,1,2024-12-26 03:06:04
Aplikasi sangat2 tidak membantu masyarakat. Setiap dibuka blank trus. Ujung ujungnya datang hanya ditanyakan. Mau cepat bisa pak Lewat jalur samping.,2,2024-12-26 01:59:57
"Aplikasi buruk, sering ga bisa masuk",1,2024-12-26 01:22:56
Saat dibbuka blank hitam bosok,1,2024-12-26 00:52:48
"Pakk ini tolongg di atasiiii jangannn dibiarin ajjjja, saya masuk aplikasii sering keluarrrr, sandii suka salahhhhh klo g minta mjnta pin baru g bisa masukkkkk, tolongg atasii lahh kemaslahatan masyarakat iniiii, nomor pilih tanggal PASPORRR G BISA DI TAP SELALU G RESPONNNNN ATASIIIII TOLONGGG JANGANNN DIBIARINNN",1,2024-12-26 00:13:16
Ada ga app lain tuk buat paspor,1,2024-12-25 22:25:18
Semakin sulit,1,2024-12-25 16:13:07
"Yg bener aja dong kaya gini program pemerintah?? Kurang dana apa gimana sih. apk nya gk bisa di buka Ngstack layar putih udah ada opsi login malah gk bisa di ketik. Aneh banget,, kalo masih kurang penyesuaian apk nya mending gk usah di adain dulu deh nyusahin jatoh nya. mana udah boking lagi.ini lagi apk nya malah eror melulu eror coba development kalo niat respon kendalanya bales komentar saya.!",2,2024-12-25 14:44:14
"Sangat buruk, sepertinya memang harus di sogok ,makanya dipersulit",1,2024-12-25 12:36:59
"otp tidak terkirim kirim, waktu saya keluar, email sudah terdaftar. niat dong kalau bikin aplikasi!",1,2024-12-25 12:04:12
"Sering error, aplikasi tolol dibuka g bisa pas diklik layarnya hitam terus tiba-tiba keluar sendiri.",1,2024-12-25 11:24:13
"Kenapa eror ya min? Pas nunggu kode otp lamaaa bangeet. Pas udah keluar aplikasi, kode otp baru muncul. Terus coba masuk gak bisa terus, padahal lagi butuh aplikasinya.",1,2024-12-25 09:45:50
Gk JELAS,1,2024-12-25 09:42:41
tidak bisa dijalankan,1,2024-12-25 08:01:48
Sangat tidak jelas,1,2024-12-25 06:04:09
"Aplikasinya cukup membantu, tapi aktual dikantor imigrasi Palembang tidak seindah prosedur yang seharusnya. Perlu banyak perbaikan dalam hal pelayanan",3,2024-12-25 05:34:08
Sekarang apknya jelek serinng ngeheng n lama proses bukanya,1,2024-12-25 04:19:33
Hoax,1,2024-12-25 01:03:04
Tolong di perbaiki Aplikasinya jelek banget. Sering mati sendiri pas buka. Dan kuota nya selalu penuh tidak ada pilihan di tanggal lain langsun Erorr aplikasinya,2,2024-12-25 00:43:06
Aplikasi apaan ini mintak pembaruan terus. Udah 5 kali pembaruan saya.. tapi jadwal belum dapat2 sampe sekarang.,1,2024-12-24 18:48:30
"Lemot, ga bisa dibuka, cacat",1,2024-12-24 18:13:08
Waktu tunggu masuk ke apllikasi cukup lama. Butuh waktu kirang lebih 25 detik.,1,2024-12-24 18:05:45
Ini gimana sih mau masukin kode otp nya aja email ga sampe-sampe waktu email nya ada waktu udh lewat 3 menit. Jadi bingung sendiri kesel sendiri,1,2024-12-24 15:03:44
"JELEK BGT! keluar mulu ga bisa bisa udah ditungguin lama bgt ""tidak menanggapi"" Muluuuuu Dateng langsung ga bisa jugaaaaa gimana siiii",1,2024-12-24 14:47:51
Di online gampang Pendaftaran di proses Ketika sudah bayar Ketika wawancara di persulit dan berbelit Lama lama males bolak balik dan gagal akhir nya Dan uang pun tak kembali Daftar baru mending langsung ke imigrasi biar gak kehilangan uang,1,2024-12-24 12:44:14
Maaf maksudny yang bekerja imigrasi biar mempermudah🙏🏻 Tapi apilikasi sangattt jelek masa kirim otp gak ada ada sedangkan tengganf waktu nya 30 detik🙏🏻 dan susah dibuka ketika log in. Mungkin alahkah baik nya jika diperbaiki 🙏🏻,1,2024-12-24 11:35:34
Buruk sekali layanan aplikasi in. Apakah in aplikasi dr pemerintah?,1,2024-12-24 10:44:18
"Parah sih, apk ni ga layak di playstore.",1,2024-12-24 09:36:53
"Bad banget sih ini, waktu Uda mepet tapi aplikasi tidak bisa dibuka, pas update ulang loginnya mau diketik tapi kolomnya gak ke isi huruf sama sekali, Uda kayak nulis di atas air",1,2024-12-24 07:35:16
"Dc terus aplikasinya, masalah dari hp ga mungkin",1,2024-12-24 07:01:36
"Aplikasi yang aneh, untuk pendaftaran akun, semua email yang saya masukan sudah terdaftar semua, padahal belum ada satupun email yang terdaftar, termasuk email yang baru dibuat dan aplikasi sering keluar sendiri.",1,2024-12-24 06:55:16
Disebut dipermudah buat perpanjang paspor malah jadi sulit log in developer gimana perbaiki sistemnya.bikin banyak calo kaya gini aplikasi,1,2024-12-24 06:50:21
Aplikasi cacat,1,2024-12-24 06:30:23
"Lama bangett dapat kode verifikasi, pas keluar halaman buat liat kode verifikasi begitu mau masuk malah keluar sndiri.. pas mau ulang, dibilang email sdh terdaftar... pas login malah email belum aktivasi, gmna siihh.. udh 2 email gagal trus daftar 🤦🤦",1,2024-12-24 04:52:35
Ternyata bukan saya saja...ngk bs log in..d logout n log in lg ttp sama..,2,2024-12-24 03:59:20
Tolong ya kalau buat paspor dipersulit aplikasinya error kalau tidak bisa pakai oline bagus manual aja ngk usah pakai aplikasi banyak yang udah kecewa,1,2024-12-24 03:50:22
"Semakin kesini semakin lemot, tolong dong pakkkk segera perbaiki sistemnya, tinggal pilih tanggal saja harus bolak balik uplod file. Parah. Jamaah kami sudah ngantri panjang kyak gerbong kereta. Mohon diperhatikan keluh kesah kami. Memudahkan org insyaallah barokah dapat🙏🏻",1,2024-12-24 02:44:52
"Lemot pd saat dbuka, Wkt daftar suka, kluar dr akun, dan skrng da daftar kdang pas mo dbuka, agak lemot n tiba2 kluar.. Gmn nanti pas hari H neh, dbuka nya kdang lemot... Tolong di bantu perbaiki.. Terima kasih",2,2024-12-24 02:35:18
Aplikasi parah n payah,1,2024-12-24 02:01:37
"Susah dan repot juga ini aplikasi,pendaftaran sampe ganti nomer dan Gmail 3 kali,otp sering telat,bila sudah jadi malah Apkasi ga bisa dibukak,",1,2024-12-24 01:52:58
Top,5,2024-12-24 01:40:40
Sangat burukk,1,2024-12-24 01:30:11
Apk apaan ni.. Keluar sendiri mulu..,1,2024-12-24 01:03:03
"Ini kenapa imigrasi Selong Lombok Timur NTB selalu warna pink,banyak calokah,sidaklah sekali²",1,2024-12-23 22:27:33
Sangat susah mendapat antrian,2,2024-12-23 21:52:08
Aplikasinya Selalu Eror Setiap di Buka,5,2024-12-23 17:18:00
layanan jelek,1,2024-12-23 16:44:54
Website gajelas,1,2024-12-23 15:31:20
Semua yg berhubungan sama pemerintah dan pelayanan emang bahlul.. haran jadah buat pns pns biadab,1,2024-12-23 14:32:00
"Teknologi pada dasarnya membuat pekerjaan lebih efektif dan efisien. Ternyata tidak selamanya begitu. Mau melewati security check saja berulang-ulang, notifnya selalu fail, gagal trus",1,2024-12-23 13:02:03
"Tidak bisa terbuka... Tolonglah diperbaiki, karena layanan offline dikantor tetap arahin ke app ini",1,2024-12-23 12:53:26
Tolong bgt dong... ini kenapa sih bug terus? Setiap mau daftar masalah mulu.. trs kata sandi udh bener di bilang salah.. ini kenapa ya Tolong dong,1,2024-12-23 12:37:48
"Mau liat Kode OTP di gmail eh pas balik ke apps in malah kembali ke menu pendaftaran, pas d daftar lagi katanya email sudah terdaftar, coba login pake emailnya statusnya akun belum di verifikasi, allahu akbar dah, d coba pake email lain malah nomornya lagi yang terdaftar, sungguh aplikasi yang sangat membantu menaikkan emosi, ke kantor imigrasi langsung eh malah di suruh daftar online. Gini nih kalau memaksa sistem digitalisasi ditambah aturan yang diberlakukan tanpa persiapan. Wajar ratingnya",1,2024-12-23 11:28:12
Memudahkan,5,2024-12-23 10:46:55
"Aplikasi g jelas. Pas daftar kode ga masuk masuk, pas udah masuk ga bisa lagi verifikasi karna g ada link. Apaan si. Ga jelas banget. Masih mending aplikasinya disduk",1,2024-12-23 09:57:00
"Tidak jelas, kuota penuh melulu, kapan buka tidak tahu",1,2024-12-23 09:05:03
GK usah ngurus ini itu pakai aplikasi ikutin zaman klaw server masih zaman batu DTG ke kantor suruh daftar online bgtu daftar onlite aplikasi ssh masuk bgtu masuk sbntr forclose.. bulan mempermudah malah bikin ssh...,1,2024-12-23 09:03:41
Ini memang gak bisa buka apk nya? Katanya bug nya sudah di fixed kan :(,1,2024-12-23 08:30:25
Aplikasi kontoooollll terburuk yg pernah ada,1,2024-12-23 08:28:12
Kode otp nya mana ga muncul muncul,1,2024-12-23 07:38:06
banyak bug nya setelah updute m paspor kembali kembali sendiri aneh aplikasi apaan bgini gak berguna,1,2024-12-23 06:54:52
"Aplikasi lemot kali, bahkan gak terbuka sama sekali",1,2024-12-23 06:53:43
Gimana si jadwalnya ga keluar2 lemot bgt mau ke kantornya ga bisa langsung,1,2024-12-23 06:34:23
"Kode OTP ga masuk ke email, aplikasi sampah!",1,2024-12-23 05:53:41
Oke..mhn di perbaiki LG biar lebih jos,5,2024-12-23 04:46:48
BURUK DAN TIDAK REKOMENDASI. SEBAIK NYA LANGSUNG DATANG KETEMPAT SAJA. KUOTA TIDAK PERNAH ADA,1,2024-12-23 03:45:14
Aplikasi sering Error,1,2024-12-23 03:36:14
Habis update malah jadi lemot ini aplikasinya,1,2024-12-23 02:36:25
"tiba"" gak bisa di buka aplikasinya",1,2024-12-23 02:33:51
"Aplikasinya kalau pas mau masuk tiba2 nnti dia pasti keluar sendiri, padahal kita udah lama nunggu tapi ujung2nya apliaksinya keluar sendiri. Aplikasinya juga agak lemot padahal sudah di upgared ulang.",3,2024-12-23 02:21:52
Aplikasinya sangat jelek setiap dibuka selalu layar putih dan tiba² blank ... Sangat tidak membantu karna tidak ada waiting list .. kalau mau sistem online harusnya persiapkan dulu dengan matang aplikasinya jangan seperti ini malah mempersulit masyarakat !!!!,1,2024-12-23 01:43:58
Blank lemot,1,2024-12-23 00:49:40
Mempersulit orang awam,2,2024-12-23 00:37:00
Ke kantor imigrasi di suruh daftar via online namun anehnya hingga sekarang aja apk sering error masuk aja g bisa serta tidak bisa memilih tanggal kunjungan,1,2024-12-23 00:17:54
Nentuin tanggal kok gak bisa². Padahal ada yg kosong tp gk bisa di klik. 🤦🏻‍♂️ bukan mempermudah tapi mempersulit,1,2024-12-23 00:15:20
Aplikasi buruk. Gak pernah dapat antrian.,1,2024-12-22 23:14:06
"proses pendaftaran saja sangat lama untuk pengiriman kode OTP, sekali keluar tidak bisa konfirmasi OTP baik lewat email masuk, web, ataupun aplikasi. tolong dibenahi, sangat tidak professional. tujuannya ingin digitalisasi tapi ini sangat prematur.",1,2024-12-22 22:37:16
"Kode verifikasi masuk ke email setelah waktu verifikasi habis. Sudah mencoba membuat akun dengan email dan no hp yg berbeda, hasilnya tetap sama.",1,2024-12-22 22:23:34
Lemot,1,2024-12-22 17:19:11
"salah satu aplikasi ter-ngebug ter-lag ter-error yg pernah saya coba, good job👍",1,2024-12-22 12:44:57
"Datang ke imigrasi mau perpanjang pasport di suru lwat aplikasi, ehh aplikasi sering error dan ketika minta verifikasi otp email, masuk di email 30 menit sedangkan batas waktu input kode otp 30 detik Dan itu sudah berulang-ulang saya daftar. Casenya masi sama Ampun, bikin aplikasi malah memperumit Datng di kantor di suru lwat aplikasi Beneran dlu lah sudah 1 Minggu ini",1,2024-12-22 10:32:32
Eror di android,1,2024-12-22 09:50:16
aplikasi tolol,1,2024-12-22 09:02:29
"Blank... Gak punya ahli IT atau gimana nih? Masyarakat diarahkan daftar online, giliran masuk aplikasi banyak masalah.",1,2024-12-22 07:41:30
Aplikasi lemot..,1,2024-12-22 07:35:17
Apk apa lah udah ngerepotin lemot lagi gak usah ngerepotin Napa mau ke imigran aja kudu online tapi apk gak jelas lemot,1,2024-12-22 06:39:34
sumpah banyak bgt bug apalagi pas pengen masuk apk nya tuh stuck perbaiki lagi lah masa layanan negara begini,1,2024-12-22 06:39:20
